-0.053066	-0.009170	-1.036445
-0.182832	0.012383	-1.025996
-0.296426	0.019092	-0.998232
-0.439512	0.023789	-0.932842
-0.514873	0.033379	-0.907686
-0.590645	0.022051	-0.846025
-0.730176	0.022383	-0.718965
-0.827891	0.019063	-0.601631
-0.910547	0.016191	-0.447383
-0.955020	0.022197	-0.330547
-0.990605	0.017461	-0.186465
-1.003203	0.016338	-0.027959
-0.994375	0.013359	0.120176
-0.994551	0.014414	0.096230
-0.973340	0.004824	0.221641
-0.921201	0.003232	0.379082
-0.811035	-0.004727	0.565000
-0.731279	0.000557	0.658770
-0.469844	-0.032187	0.860723
-0.236465	-0.048447	0.953047
-0.069922	-0.033574	0.968594
0.265947	0.000137	0.939102
0.494473	0.000664	0.838555
0.746777	-0.008115	0.632783
0.904844	-0.009043	0.381328
0.971982	-0.020898	0.176855
0.980254	-0.016035	0.155117
0.998184	-0.017412	-0.054414
0.994102	-0.017500	-0.067305
0.992344	-0.017432	-0.156201
0.984238	-0.015117	-0.205098
0.899697	-0.006729	-0.468682
0.757266	-0.006543	-0.685313
0.584629	-0.005029	-0.851504
0.429336	-0.002012	-0.943984
0.225586	0.007168	-1.003760
0.100391	0.032744	-1.033506
0.011016	0.028994	-1.025264
-0.004824	0.056758	-1.037354
-0.007861	0.057617	-1.034639
-0.006221	0.055391	-1.036035
-0.012402	0.573701	-0.813643
-0.020586	0.531182	-0.879160
-0.019189	0.715518	-0.726299
-0.011699	0.834199	-0.579219
-0.011748	0.922305	-0.390947
-0.010859	0.983916	-0.157939
-0.007500	0.989297	-0.102197
-0.004131	0.992646	0.038027
-0.003496	0.988789	0.039619
-0.009004	0.968057	0.205635
0.005889	0.932842	0.335498
-0.002969	0.861445	0.460430
-0.009512	0.799648	0.566758
0.003711	0.549141	0.812480
-0.016895	0.306074	0.924297
-0.005996	0.040879	0.971445
0.025273	-0.078437	0.979785
-0.029160	-0.461973	0.859707
-0.035937	-0.726855	0.670059
-0.038711	-0.870117	0.506230
-0.027070	-0.907168	0.421641
-0.027285	-0.991055	0.145117
-0.020820	-1.003516	0.024023
-0.025449	-1.002969	0.033184
-0.015371	-0.960488	-0.334395
-0.018262	-0.866348	-0.541113
-0.016133	-0.713340	-0.746484
-0.011797	-0.541680	-0.882969
-0.009844	-0.384004	-0.965117
-0.038184	-0.265156	-0.996738
-0.073652	-0.079746	-1.032559
-0.035918	-0.044922	-1.036738
-0.032109	-0.018379	-1.037559
-0.031699	-0.005508	-1.040996
-0.029375	-0.012031	-1.037598
0.192148	0.172480	-1.001836
0.351758	0.315586	-0.922070
0.552949	0.457305	-0.729316
0.667891	0.491992	-0.603203
0.725352	0.573223	-0.417988
0.755430	0.635801	-0.147480
0.747207	0.650879	-0.010176
0.696504	0.655898	0.208711
0.636758	0.633340	0.402207
0.566953	0.500879	0.604082
0.567695	0.499863	0.614590
0.466035	0.394414	0.750586
0.408184	0.378027	0.812129
0.215742	0.279355	0.923145
0.190313	0.238262	0.921641
0.081582	0.189922	0.943965
0.005469	0.103027	0.962480
-0.081094	0.013047	0.967891
-0.278906	-0.188750	0.931191
-0.387637	-0.319043	0.847148
-0.602441	-0.535312	0.582168
-0.739082	-0.535996	0.385146
-0.845996	-0.300898	0.392529
-0.897080	-0.143232	0.417490
-0.947539	0.110137	0.353535
-0.920205	0.184365	0.199521
-0.970684	0.232168	0.146553
-0.906680	0.383027	0.006387
-0.817002	0.556592	-0.177686
-0.908428	0.373115	-0.253135
-0.917480	0.310156	-0.253945
-0.628174	0.713174	-0.331621
-0.198340	0.842266	-0.521406
-0.016455	0.690459	-0.749238
0.310010	0.303457	-0.915371
0.515469	0.077354	-0.899697
0.655469	-0.118359	-0.777617
0.802285	-0.335166	-0.538555
0.853945	-0.454102	-0.305137
0.886826	-0.459395	0.040635
0.954531	-0.253535	0.040781
0.913604	-0.184141	0.317725
0.750039	-0.107969	0.612363
0.761582	0.166436	0.585127
0.604727	0.355605	0.683164
0.481914	0.199863	0.840908
0.432227	0.028398	0.870527
0.318213	-0.090459	0.920771
0.227871	-0.120293	0.938125
0.206289	-0.122715	0.934229
0.005215	-0.096777	0.970605
-0.073721	-0.153789	0.969795
-0.157539	-0.424238	0.855898
-0.285518	-0.570527	0.769414
-0.366172	-0.733535	0.572598
-0.134482	-0.764473	0.607266
-0.090957	-0.904980	0.389648
-0.099893	-0.987022	0.123369
-0.008848	-0.993027	-0.121387
-0.559355	-0.809238	-0.183320
-0.836563	-0.549102	-0.068203
-0.992188	-0.179238	-0.105771
-0.962422	0.142559	-0.270195
-0.754023	0.341416	-0.598691
-0.335098	0.664453	-0.689375
0.014687	0.815303	-0.599854
0.367246	0.728945	-0.611328
0.631445	0.516299	-0.608633
0.796934	0.219961	-0.569922
0.967773	0.101279	-0.243994
0.989297	-0.118711	0.013242
0.910879	-0.398350	0.111709
0.925742	-0.350820	0.104922
0.752236	-0.636875	0.094287
0.737363	-0.655977	0.166133
0.723145	-0.677207	0.120000
0.702715	-0.701133	0.092383
0.702695	-0.700400	0.098115
0.453672	-0.863555	0.195586
0.890234	-0.408018	0.155566
0.966953	-0.201836	0.116348
0.775449	-0.226670	0.550020
